timestamp,candle_time,age_min,symbol,open,high,low,close,active_ce,active_pe,instrument_token,fast_ma,slow_ma,sma11,wpr_9,wpr_28,supertrend,supertrend_dir,stoch_k,stoch_d,swing_low,demarker
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024750CE,179.9,179.9,127.95,139.4,0.0,0.0,11652866.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024200PE,100.0,100.0,74.35,91.75,0.0,0.0,11643650.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024250PE,100.0,105.65,86.85,102.75,0.0,0.0,11644674.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024300PE,99.9,118.0,99.05,114.85,0.0,0.0,11645186.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024350PE,117.0,131.55,109.95,128.45,0.0,0.0,11645954.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024400PE,129.9,147.0,124.0,143.6,0.0,0.0,11646978.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024450PE,122.1,163.55,122.1,159.55,0.0,1.0,11647490.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024500PE,156.8,182.0,153.5,177.75,0.0,0.0,11650050.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024550PE,169.95,202.3,169.95,198.6,0.0,0.0,11650562.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024600PE,200.0,225.0,188.0,220.0,0.0,0.0,11651586.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024650PE,204.0,248.5,204.0,244.05,0.0,0.0,11652098.0,,,,,,,,,,,0.0
2026-03-06T09:15:00,2026-03-06T09:15:00,0.0,NIFTY2631024700PE,220.0,274.95,220.0,270.3,0.0,0.0,11652610.0,,,,,,,,,,,0.0
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY 50,24469.35,24479.35,24466.3,24466.3,0.0,0.0,,,,,,,,,,,,
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024250CE,384.2,384.2,366.15,368.3,0.0,0.0,11643906.0,-95.49,-66.3,386.81,391.51,391.51,366.15,50.88,60.44,414.37,-1.0,0.38
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024300CE,349.3,349.3,330.8,330.8,0.0,0.0,11644930.0,-100.0,-69.57,352.15,356.85,356.85,330.8,51.56,63.7,379.09,-1.0,0.45
2026-03-06T15:02:00,2026-03-06T15:01:00,1.0,NIFTY2631024350CE,323.0,325.25,309.25,311.95,0.0,0.0,11645442.0,-87.77,-57.34,323.52,326.68,326.68,306.85,67.66,64.26,300.21,1.0,0.18
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024400CE,284.9,284.9,271.25,272.0,0.0,0.0,11646210.0,-98.13,-63.62,288.18,292.4,292.4,271.25,52.04,62.23,269.52,1.0,0.38
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024450CE,255.75,255.75,241.0,241.0,0.0,0.0,11647234.0,-100.0,-66.18,257.98,262.02,262.02,241.0,50.18,63.73,281.82,-1.0,0.45
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024500CE,226.75,226.75,214.1,214.5,1.0,0.0,11647746.0,-98.9,-64.45,229.63,233.33,233.33,214.1,50.11,62.86,213.06,1.0,0.41
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024550CE,200.1,200.1,187.8,189.1,0.0,0.0,11650306.0,-96.22,-63.85,202.81,206.48,206.48,187.8,51.2,63.25,187.68,1.0,0.48
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024600CE,175.55,175.55,164.55,164.85,0.0,0.0,11651330.0,-99.05,-64.27,178.15,181.4,181.4,164.55,50.6,64.23,163.88,1.0,0.49
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024650CE,152.8,152.8,140.2,140.2,0.0,0.0,11651842.0,-100.0,-67.28,154.94,158.08,158.08,140.2,48.0,62.65,171.74,-1.0,0.42
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024700CE,131.85,131.85,122.15,122.15,0.0,0.0,11652354.0,-100.0,-65.92,134.25,136.9,136.9,122.15,49.9,64.18,148.83,-1.0,0.43
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024750CE,113.1,113.1,103.15,103.15,0.0,0.0,11652866.0,-100.0,-67.16,115.21,117.57,117.57,103.15,48.28,64.43,128.15,-1.0,0.44
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024200PE,139.45,145.9,139.45,145.9,0.0,0.0,11643650.0,-39.9,-24.79,141.87,139.35,139.35,136.8,25.23,31.1,123.13,1.0,0.56
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024250PE,153.25,161.85,153.25,161.4,0.0,0.0,11644674.0,-35.18,-23.63,156.67,153.8,153.8,150.9,24.47,31.76,136.56,1.0,0.53
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024300PE,170.55,178.0,170.55,178.0,0.0,0.0,11645186.0,-30.69,-22.51,172.32,169.17,169.17,165.5,29.86,35.53,149.94,1.0,0.56
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024350PE,187.05,196.25,187.05,196.25,0.0,0.0,11645954.0,-30.1,-22.04,189.61,186.41,186.41,181.8,28.66,34.1,166.16,1.0,0.57
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024400PE,205.35,215.4,205.35,215.4,0.0,0.0,11646978.0,-29.81,-23.13,207.88,204.24,204.24,199.8,23.02,29.64,182.39,1.0,0.57
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024450PE,225.9,235.8,225.9,235.4,0.0,1.0,11647490.0,-30.6,-23.61,227.47,223.8,223.8,221.0,27.74,33.61,201.71,1.0,0.59
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024500PE,248.35,257.25,248.35,257.25,0.0,0.0,11650050.0,-30.3,-24.78,249.41,245.46,245.46,240.4,26.54,32.43,221.43,1.0,0.58
2026-03-06T15:02:00,2026-03-06T15:02:00,0.0,NIFTY2631024550PE,269.6,282.0,269.6,280.5,0.0,0.0,11650562.0,-30.31,-26.22,272.34,268.13,268.13,263.45,29.36,35.81,243.55,1.0,0.57
2026-03-06T15:02:00,2026-03-06T15:01:00,1.0,NIFTY2631024600PE,295.65,312.95,294.2,306.8,0.0,0.0,11651586.0,-26.24,-26.78,295.15,291.7,291.7,289.35,36.54,44.73,266.3,1.0,0.81
2026-03-06T15:02:00,2026-03-06T15:01:00,1.0,NIFTY2631024650PE,321.95,340.15,319.8,333.95,0.0,0.0,11652098.0,-23.73,-29.43,320.99,317.22,317.22,315.85,31.21,41.3,290.3,1.0,0.81
2026-03-06T15:02:00,2026-03-06T15:01:00,1.0,NIFTY2631024700PE,351.5,370.35,349.45,363.25,0.0,0.0,11652610.0,-26.36,-29.7,350.09,346.01,346.01,343.9,34.08,41.76,317.38,1.0,0.82
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY 50,24464.15,24476.85,24461.8,24471.35,0.0,0.0,,,,,,,,,,,,
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024250CE,363.85,378.55,363.85,376.15,0.0,0.0,11643906.0,410.15,-1.0,-68.26,-60.05,35.58,51.14,384.33,388.0,388.0,363.85,0.37
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024300CE,332.2,344.95,331.1,341.55,0.0,0.0,11644930.0,376.7,-1.0,-71.1,-60.86,37.88,53.31,349.89,353.2,353.2,330.8,0.37
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024350CE,300.95,312.15,298.1,309.75,0.0,0.0,11645442.0,300.21,1.0,-68.08,-59.21,36.04,51.01,316.62,320.18,320.18,298.1,0.37
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024400CE,266.1,280.1,266.1,278.6,0.0,0.0,11646210.0,269.52,1.0,-65.71,-57.75,35.48,52.02,285.93,289.11,289.11,266.1,0.35
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024450CE,237.05,250.7,237.05,248.3,0.0,0.0,11647234.0,277.39,-1.0,-67.01,-59.12,33.74,51.73,255.88,258.84,258.84,237.05,0.39
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024500CE,211.7,222.25,210.0,220.6,1.0,0.0,11647746.0,213.06,1.0,-67.58,-58.15,33.65,51.19,227.58,230.51,230.51,210.0,0.38
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024550CE,184.55,195.65,184.55,194.05,0.0,0.0,11650306.0,187.68,1.0,-68.28,-58.26,32.71,51.26,200.92,203.7,203.7,184.55,0.39
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024600CE,160.1,170.95,160.1,169.9,0.0,0.0,11651330.0,163.88,1.0,-66.09,-58.0,32.66,51.61,176.39,178.76,178.76,160.1,0.4
2026-03-06T15:03:00,2026-03-06T15:02:00,1.0,NIFTY2631024650CE,152.8,152.8,140.2,140.2,0.0,0.0,11651842.0,171.74,-1.0,-100.0,-67.28,48.0,62.65,154.94,158.08,158.08,140.2,0.42
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024700CE,119.2,127.65,119.2,126.25,0.0,0.0,11652354.0,145.19,-1.0,-70.69,-59.62,31.28,50.95,132.69,134.7,134.7,119.2,0.41
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024750CE,101.85,109.15,101.85,108.35,0.0,0.0,11652866.0,125.35,-1.0,-69.84,-58.17,31.84,50.89,113.87,115.55,115.55,101.85,0.42
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024200PE,145.95,145.95,132.85,136.75,0.0,0.0,11643650.0,123.13,1.0,-81.0,-37.33,19.91,25.6,141.97,140.37,140.37,132.85,0.5
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024250PE,161.7,161.7,146.45,152.05,0.0,0.0,11644674.0,136.56,1.0,-75.88,-35.51,19.74,25.49,156.92,155.11,155.11,146.45,0.47
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024300PE,177.95,177.95,162.15,167.85,0.0,0.0,11645186.0,149.94,1.0,-72.53,-34.54,23.35,29.61,172.63,170.68,170.68,162.15,0.48
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024350PE,197.0,197.0,177.95,184.75,0.0,0.0,11645954.0,166.16,1.0,-73.4,-34.75,23.32,28.54,189.94,187.75,187.75,177.95,0.49
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024400PE,215.7,215.7,195.65,204.4,0.0,0.0,11646978.0,182.39,1.0,-68.75,-34.32,20.13,24.27,208.4,206.1,206.1,195.65,0.5
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024450PE,235.6,235.95,215.95,225.0,0.0,1.0,11647490.0,201.71,1.0,-68.46,-33.52,23.26,27.95,228.11,225.67,225.67,215.95,0.51
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024500PE,258.8,258.8,239.6,247.15,0.0,0.0,11650050.0,221.43,1.0,-64.35,-33.79,22.32,26.97,250.17,247.52,247.52,239.6,0.52
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024550PE,281.1,281.1,260.45,269.25,0.0,0.0,11650562.0,243.55,1.0,-66.98,-35.58,23.57,29.63,273.08,270.32,270.32,260.45,0.51
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024600PE,308.2,308.5,286.4,295.95,0.0,0.0,11651586.0,266.3,1.0,-62.33,-35.24,23.82,29.77,299.43,296.33,296.33,286.4,0.54
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024650PE,334.5,335.0,315.45,322.4,0.0,0.0,11652098.0,290.3,1.0,-60.74,-37.71,21.58,25.27,325.78,322.52,322.52,315.45,0.53
2026-03-06T15:03:00,2026-03-06T15:03:00,0.0,NIFTY2631024700PE,364.8,365.6,342.3,352.95,0.0,0.0,11652610.0,317.38,1.0,-58.43,-36.76,26.71,29.72,355.23,351.62,351.62,342.3,0.53
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY 50,24471.6,24471.7,24459.45,24461.75,0.0,0.0,,,,,,,,,,,,
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024250CE,376.15,377.9,363.7,367.9,0.0,0.0,11643906.0,380.69,384.12,384.12,-88.63,-66.61,21.62,36.03,0.25,363.7,409.41,-1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024300CE,343.2,343.2,329.35,333.75,0.0,0.0,11644930.0,346.27,349.51,349.51,-88.12,-67.18,25.12,38.19,0.25,329.35,374.54,-1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024350CE,310.65,310.65,297.35,301.95,0.0,0.0,11645442.0,313.24,316.57,316.57,-87.02,-65.84,22.27,35.89,0.24,297.35,300.21,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024400CE,279.0,279.0,266.35,270.3,0.0,0.0,11646210.0,282.67,285.68,285.68,-87.7,-65.13,17.64,35.05,0.21,266.1,269.52,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024450CE,249.65,249.65,237.0,240.8,0.0,0.0,11647234.0,252.72,255.54,255.54,-88.52,-66.38,17.29,33.74,0.22,237.0,276.65,-1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024500CE,221.2,221.25,209.4,214.0,1.0,0.0,11647746.0,224.59,227.39,227.39,-85.35,-64.96,16.45,33.4,0.21,209.4,213.06,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024550CE,194.85,194.85,183.4,187.55,0.0,0.0,11650306.0,198.04,200.62,200.62,-85.98,-65.6,13.59,32.5,0.22,183.4,218.12,-1.0
2026-03-06T15:04:00,2026-03-06T15:03:00,1.0,NIFTY2631024600CE,160.1,170.95,160.1,169.9,0.0,0.0,11651330.0,176.39,178.76,178.76,-66.09,-58.0,32.66,51.61,0.4,160.1,163.88,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024650CE,148.0,148.2,138.8,141.45,0.0,0.0,11651842.0,150.83,153.04,153.04,-89.53,-65.58,18.34,33.22,0.24,138.8,168.41,-1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024700CE,127.15,127.35,118.55,121.5,0.0,0.0,11652354.0,130.41,132.36,132.36,-87.47,-66.92,12.5,31.23,0.24,118.55,144.74,-1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024750CE,108.9,109.0,100.8,103.35,0.0,0.0,11652866.0,111.78,113.5,113.5,-87.97,-66.81,14.88,31.66,0.26,100.8,124.82,-1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024200PE,136.25,143.65,135.6,140.7,0.0,0.0,11643650.0,142.63,141.3,141.3,-68.6,-31.92,15.94,20.36,0.58,132.85,123.13,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024250PE,150.65,158.95,150.3,155.9,0.0,0.0,11644674.0,157.76,156.18,156.18,-63.72,-30.62,15.22,19.81,0.54,146.45,136.56,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024300PE,168.0,175.0,165.6,171.9,0.0,0.0,11645186.0,173.51,171.88,171.88,-62.36,-29.74,17.71,23.64,0.55,162.15,149.94,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024350PE,185.1,192.95,183.4,189.3,0.0,0.0,11645954.0,190.92,189.14,189.14,-61.06,-29.72,17.67,23.22,0.56,177.95,166.16,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024400PE,202.55,212.15,201.65,208.85,0.0,0.0,11646978.0,209.63,207.65,207.65,-57.83,-29.79,15.71,19.62,0.56,195.65,182.39,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024450PE,222.85,233.1,222.85,230.15,0.0,1.0,11647490.0,229.59,227.49,227.49,-55.56,-28.61,18.54,23.18,0.57,215.95,201.71,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024500PE,244.8,255.65,244.8,252.65,0.0,0.0,11650050.0,251.67,249.5,249.5,-55.0,-28.88,18.07,22.31,0.58,239.6,221.43,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024550PE,270.35,279.7,268.2,276.3,0.0,0.0,11650562.0,274.71,272.42,272.42,-53.04,-29.71,19.84,24.26,0.56,260.45,243.55,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024600PE,296.35,305.85,293.95,301.65,0.0,0.0,11651586.0,301.11,298.5,298.5,-54.16,-30.8,18.3,23.69,0.59,286.4,266.3,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024650PE,323.25,334.05,321.05,330.1,0.0,0.0,11652098.0,327.8,325.03,325.03,-46.69,-32.19,18.35,20.98,0.61,315.45,290.3,1.0
2026-03-06T15:04:00,2026-03-06T15:04:00,0.0,NIFTY2631024700PE,351.0,364.6,350.45,358.65,0.0,0.0,11652610.0,357.24,354.32,354.32,-50.75,-32.85,23.75,26.28,0.59,342.3,317.38,1.0
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY 50,24471.6,24471.7,24459.45,24461.75,0.0,0.0,,,,,,,,,,,,
2026-03-06T15:05:00,2026-03-06T15:05:00,0.0,NIFTY2631024250CE,367.95,370.1,362.95,365.25,0.0,0.0,11643906.0,19.21,25.47,-92.77,-67.47,403.06,-1.0,0.24,362.95,377.93,381.1,381.1
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024300CE,343.2,343.2,329.35,333.75,0.0,0.0,11644930.0,25.12,38.19,-88.12,-67.18,374.54,-1.0,0.25,329.35,346.27,349.51,349.51
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024350CE,310.65,310.65,297.35,301.95,0.0,0.0,11645442.0,22.27,35.89,-87.02,-65.84,300.21,1.0,0.24,297.35,313.24,316.57,316.57
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024400CE,279.0,279.0,266.35,270.3,0.0,0.0,11646210.0,17.64,35.05,-87.7,-65.13,269.52,1.0,0.21,266.1,282.67,285.68,285.68
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024450CE,249.65,249.65,237.0,240.8,0.0,0.0,11647234.0,17.29,33.74,-88.52,-66.38,276.65,-1.0,0.22,237.0,252.72,255.54,255.54
2026-03-06T15:05:00,2026-03-06T15:05:00,0.0,NIFTY2631024500CE,214.15,214.95,208.9,210.85,1.0,0.0,11647746.0,14.51,21.54,-92.53,-65.57,241.34,-1.0,0.21,208.9,222.27,224.82,224.82
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024550CE,194.85,194.85,183.4,187.55,0.0,0.0,11650306.0,13.59,32.5,-85.98,-65.6,218.12,-1.0,0.22,183.4,198.04,200.62,200.62
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024600CE,170.55,170.55,160.0,162.95,0.0,0.0,11651330.0,13.26,32.17,-89.41,-66.63,192.08,-1.0,0.23,160.0,173.63,176.02,176.02
2026-03-06T15:05:00,2026-03-06T15:05:00,0.0,NIFTY2631024650CE,141.4,142.5,137.75,139.1,0.0,0.0,11651842.0,21.04,24.23,-93.89,-66.0,163.73,-1.0,0.24,137.75,149.02,150.98,150.98
2026-03-06T15:05:00,2026-03-06T15:05:00,0.0,NIFTY2631024700CE,121.55,122.1,117.5,119.35,0.0,0.0,11652354.0,10.62,18.13,-91.04,-67.51,140.56,-1.0,0.23,117.5,128.6,130.46,130.46
2026-03-06T15:05:00,2026-03-06T15:05:00,0.0,NIFTY2631024750CE,103.6,104.25,100.45,101.7,0.0,0.0,11652866.0,16.67,21.13,-93.33,-66.89,121.22,-1.0,0.26,100.45,110.26,111.81,111.81
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024200PE,136.25,143.65,135.6,140.7,0.0,0.0,11643650.0,15.94,20.36,-68.6,-31.92,123.13,1.0,0.58,132.85,142.63,141.3,141.3
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024250PE,150.65,158.95,150.3,155.9,0.0,0.0,11644674.0,15.22,19.81,-63.72,-30.62,136.56,1.0,0.54,146.45,157.76,156.18,156.18
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024300PE,168.0,175.0,165.6,171.9,0.0,0.0,11645186.0,17.71,23.64,-62.36,-29.74,149.94,1.0,0.55,162.15,173.51,171.88,171.88
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024350PE,185.1,192.95,183.4,189.3,0.0,0.0,11645954.0,17.67,23.22,-61.06,-29.72,166.16,1.0,0.56,177.95,190.92,189.14,189.14
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024400PE,202.55,212.15,201.65,208.85,0.0,0.0,11646978.0,15.71,19.62,-57.83,-29.79,182.39,1.0,0.56,195.65,209.63,207.65,207.65
2026-03-06T15:05:00,2026-03-06T15:05:00,0.0,NIFTY2631024450PE,229.9,236.55,227.9,231.35,0.0,1.0,11647490.0,15.16,18.99,-51.8,-28.89,201.71,1.0,0.59,215.95,230.47,228.59,228.59
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024500PE,244.8,255.65,244.8,252.65,0.0,0.0,11650050.0,18.07,22.31,-55.0,-28.88,221.43,1.0,0.58,239.6,251.67,249.5,249.5
2026-03-06T15:05:00,2026-03-06T15:05:00,0.0,NIFTY2631024550PE,274.35,281.7,273.6,277.85,0.0,0.0,11650562.0,17.55,20.32,-48.44,-29.92,243.55,1.0,0.57,260.45,275.86,273.81,273.81
2026-03-06T15:05:00,2026-03-06T15:05:00,0.0,NIFTY2631024600PE,301.1,308.5,299.6,302.95,0.0,0.0,11651586.0,13.92,18.68,-51.96,-31.44,266.3,1.0,0.61,286.4,301.99,299.95,299.95
2026-03-06T15:05:00,2026-03-06T15:05:00,0.0,NIFTY2631024650PE,328.6,335.0,326.45,331.1,0.0,0.0,11652098.0,14.83,18.25,-50.4,-33.12,290.3,1.0,0.61,315.45,328.82,326.65,326.65
2026-03-06T15:05:00,2026-03-06T15:04:00,1.0,NIFTY2631024700PE,351.0,364.6,350.45,358.65,0.0,0.0,11652610.0,23.75,26.28,-50.75,-32.85,317.38,1.0,0.59,342.3,357.24,354.32,354.32
2026-03-06T15:06:00,2026-03-06T15:06:00,0.0,NIFTY 50,24455.4,24455.55,24449.3,24449.3,0.0,0.0,,,,,,,,,,,,
2026-03-06T15:06:00,2026-03-06T15:05:00,1.0,NIFTY2631024250CE,367.95,370.1,362.95,365.25,0.0,0.0,11643906.0,19.21,25.47,-92.77,-67.47,403.06,-1.0,0.24,362.95,377.93,381.1,381.1
2026-03-06T15:06:00,2026-03-06T15:06:00,0.0,NIFTY2631024300CE,331.95,331.95,321.9,326.85,0.0,0.0,11644930.0,16.91,23.06,-86.92,-69.68,361.89,-1.0,0.1,321.9,340.68,343.14,343.14
2026-03-06T15:06:00,2026-03-06T15:05:00,1.0,NIFTY2631024350CE,301.0,302.5,297.15,299.0,0.0,0.0,11645442.0,23.76,27.36,-93.63,-65.89,333.97,-1.0,0.24,297.15,310.89,313.68,313.68
2026-03-06T15:06:00,2026-03-06T15:05:00,1.0,NIFTY2631024400CE,270.45,272.2,266.2,269.4,0.0,0.0,11646210.0,14.27,22.46,-88.3,-63.28,301.78,-1.0,0.21,266.1,280.24,283.01,283.01
2026-03-06T15:06:00,2026-03-06T15:06:00,0.0,NIFTY2631024450CE,240.3,240.45,229.35,233.8,0.0,0.0,11647234.0,5.67,13.04,-87.16,-70.06,266.02,-1.0,0.07,229.35,247.47,249.67,249.67
2026-03-06T15:06:00,2026-03-06T15:06:00,0.0,NIFTY2631024500CE,210.35,212.15,202.0,206.9,1.0,0.0,11647746.0,4.29,11.75,-85.15,-69.1,236.08,-1.0,0.09,202.0,219.7,221.73,221.73
2026-03-06T15:06:00,2026-03-06T15:06:00,0.0,NIFTY2631024550CE,185.75,186.4,176.4,180.4,0.0,0.0,11650306.0,1.71,8.47,-87.22,-70.59,208.49,-1.0,0.07,176.4,193.47,195.25,195.25
2026-03-06T15:06:00,2026-03-06T15:06:00,0.0,NIFTY2631024600CE,161.55,162.05,152.75,156.6,0.0,0.0,11651330.0,1.31,8.16,-87.12,-71.36,182.64,-1.0,0.05,152.75,169.22,170.91,170.91
